url,date,rawContent,tweetId,username,userId,userDisplayName,userVerified,replyCount,retweetCount,likeCount,quoteCount,conversationId,lang,sourceUrl,sourceLabel,retweetedTweet,quotedTweet,inReplyToTweetId,inReplyToUser,coordinates,place,hashtags,cashtags,card,viewCount,vibe,bookmarkCount,pinned,conversationControlPolicy
https://twitter.com/Sprite/status/1661495006413070338,2023-05-24 22:10:53+00:00,She was and always will be #SimplyTheBest. May a legend fly high 💚🕊️,1661495006413070338,Sprite,90665957,Sprite,False,4,11,46,1,1661495006413070338,en,,,,,,,,,['SimplyTheBest'],,,5466.0,,0,,everyone
https://twitter.com/Sprite/status/1651248897312935938,2023-04-26 15:36:30+00:00,🚨BEWARE🚨 an ice Trae storm is on its way to ATL 🥶,1651248897312935938,Sprite,90665957,Sprite,False,16,6,44,1,1651248897312935938,en,,,,https://twitter.com/TheTraeYoung/status/1651058078123450368,,,,,,,,37048.0,,3,,everyone
https://twitter.com/Sprite/status/1648687901641785345,2023-04-19 14:00:01+00:00,(🐐 rizz),1648687901641785345,Sprite,90665957,Sprite,False,16,21,98,1,1648687901641785345,en,,,,,,,,,,,,28480.0,,7,,everyone
https://twitter.com/Sprite/status/1646234229313765397,2023-04-12 19:30:00+00:00,#McDonaldsShouldHave no changes…cuz @mcdonalds Sprite already hits different ⚡,1646234229313765397,Sprite,90665957,Sprite,False,10,11,59,1,1646234229313765397,en,,,,,,,,,['McDonaldsShouldHave'],,,26785.0,,2,,everyone
https://twitter.com/Sprite/status/1646206733705003009,2023-04-12 17:40:45+00:00,That game last night proved why it’s called Hot-lanta 🔥🏀,1646206733705003009,Sprite,90665957,Sprite,False,2,4,19,0,1646206733705003009,en,,,,https://twitter.com/TheTraeYoung/status/1645995799464013825,,,,,,,,23037.0,,2,,everyone
https://twitter.com/Sprite/status/1642164949156872195,2023-04-01 14:00:08+00:00,You asked. We delivered. New lime emoji is here. https://t.co/V2iutr6YrI,1642164949156872195,Sprite,90665957,Sprite,False,21,11,64,2,1642164949156872195,en,,,,,,,,,,,,19256.0,,5,,everyone
https://twitter.com/Sprite/status/1638949364348633089,2023-03-23 17:02:33+00:00,"Just to let you know, we’ve been in the gym becoming the strongest sip",1638949364348633089,Sprite,90665957,Sprite,False,27,8,74,2,1638949364348633089,en,,,,,,,,,,,,18171.0,,3,,everyone
https://twitter.com/Sprite/status/1636414844206301204,2023-03-16 17:11:16+00:00,.@mcdonalds said it 👇⚡️🔋,1636414844206301204,Sprite,90665957,Sprite,False,18,17,177,1,1636414844206301204,en,,,,https://twitter.com/McDonalds/status/1636401324181929988,,,,,,,,51001.0,,3,,everyone
https://twitter.com/Sprite/status/1636387858541068289,2023-03-16 15:24:02+00:00,Let's GOOOO 🔥 It’s All A Blur Presale starts at 12PM local time 👇,1636387858541068289,Sprite,90665957,Sprite,False,33,22,155,8,1636387858541068289,en,,,,https://twitter.com/drakerelated/status/1636384880161607686,,,,,,,,88762.0,,2,,everyone
https://twitter.com/Sprite/status/1636364199621263360,2023-03-16 13:50:02+00:00,Better late than never: 🚨PRESALE CODE FOR IT’S ALL A BLUR IS NOW LIVE🚨 at https://t.co/KgPAeCUnJY,1636364199621263360,Sprite,90665957,Sprite,False,19,16,150,7,1636364199621263360,en,,,,,,,,,,,"SummaryCard(title='Sprite® Official - Thirst for Yours', url='http://Sprite.com', description='Welcome to the official home of Sprite® - find your flavor.', thumbnailUrl=None, siteUser=User(username='Sprite', id=90665957, displayname='Sprite', rawDescription='🐐 of Lemon-Lime', renderedDescription='🐐 of Lemon-Lime', descriptionLinks=None, verified=False, created=datetime.datetime(2009, 11, 17, 16, 40, 59, tzinfo=datetime.timezone.utc), followersCount=299039, friendsCount=393, statusesCount=25716, favouritesCount=30295, listedCount=867, mediaCount=2554, location='', protected=None, link=TextLink(text='sprite.com', url='https://www.sprite.com', tcourl='https://t.co/ThA1gUuVyY', indices=(0, 23)), profileImageUrl='https://pbs.twimg.com/profile_images/1610429016174989326/RppSlepE_normal.jpg', profileBannerUrl='https://pbs.twimg.com/profile_banners/90665957/1672791183', label=None, blue=False, blueType='Business', profileImageShape=None), creatorUser=None)",59730.0,,8,,everyone
https://twitter.com/Sprite/status/1635375440679559172,2023-03-13 20:21:03+00:00,‼️Code dropping at 9AM EST and presale opens 12PM local time on 3/16 at https://t.co/KgPAeCUVzw‼️,1635375440679559172,Sprite,90665957,Sprite,False,298,144,1291,48,1635375440679559172,en,,,,https://twitter.com/drakerelated/status/1635253391210450944,,,,,,,"SummaryCard(title='Sprite® Official - Thirst for Yours', url='http://Sprite.com', description='Welcome to the official home of Sprite® - find your flavor.', thumbnailUrl=None, siteUser=User(username='Sprite', id=90665957, displayname='Sprite', rawDescription='🐐 of Lemon-Lime', renderedDescription='🐐 of Lemon-Lime', descriptionLinks=None, verified=False, created=datetime.datetime(2009, 11, 17, 16, 40, 59, tzinfo=datetime.timezone.utc), followersCount=299039, friendsCount=393, statusesCount=25716, favouritesCount=30295, listedCount=867, mediaCount=2554, location='', protected=None, link=TextLink(text='sprite.com', url='https://www.sprite.com', tcourl='https://t.co/ThA1gUuVyY', indices=(0, 23)), profileImageUrl='https://pbs.twimg.com/profile_images/1610429016174989326/RppSlepE_normal.jpg', profileBannerUrl='https://pbs.twimg.com/profile_banners/90665957/1672791183', label=None, blue=False, blueType='Business', profileImageShape=None), creatorUser=None)",379804.0,,245,,everyone
https://twitter.com/Sprite/status/1625581690843193350,2023-02-14 19:44:11+00:00,Do you feel sparks or is that just us 👀⚡️💚,1625581690843193350,Sprite,90665957,Sprite,False,29,21,115,4,1625581690843193350,en,,,,,,,,,,,,55143.0,,2,,everyone
https://twitter.com/Sprite/status/1591098595360612353,2022-11-11 16:00:40+00:00,"It’s not easy, but it’s worth it. Preaching to ourselves too. Send to a friend to show some 💚 and see Marvel Studios’ Black Panther #WakandaForever #ZeroLimits https://t.co/lGfWEjcj9p",1591098595360612353,Sprite,90665957,Sprite,False,48,23,83,2,1591098595360612353,en,,,,,,,,,"['WakandaForever', 'ZeroLimits']",,,,,2,,everyone
https://twitter.com/Sprite/status/1590788886443106304,2022-11-10 19:30:00+00:00,Underwater villain? A new Black Panther? Open a Sprite Zero Sugar and spill your predictions below ⬇️,1590788886443106304,Sprite,90665957,Sprite,False,25,8,59,0,1590788886443106304,en,,,,,,,,,,,,,,0,,everyone
https://twitter.com/Sprite/status/1590713388287422465,2022-11-10 14:30:00+00:00,"""Scorpios are the reason...""

Let autocorrect complete the sentence and share the spice 👇🔥",1590713388287422465,Sprite,90665957,Sprite,False,17,6,49,1,1590713388287422465,en,,,,,,,,,,,,,,1,,everyone
https://twitter.com/Sprite/status/1590466463910985728,2022-11-09 22:08:49+00:00,"1 day, 19 hours and 20 minutes until Marvel Studios’ Black Panther #WakandaForever comes out… sips Sprite Zero Sugar… but who’s counting? #ZeroLimits",1590466463910985728,Sprite,90665957,Sprite,False,11,11,37,1,1590466463910985728,en,,,,,,,,,"['WakandaForever', 'ZeroLimits']",,,,,1,,everyone
https://twitter.com/Sprite/status/1590408162078777344,2022-11-09 18:17:08+00:00,"Keep going, keep going, keep going. 💪 What barriers are you breaking? Marvel Studios’ Black Panther #WakandaForever, only in theaters November 11 #ZeroLimits https://t.co/7r3Pg4MZo4",1590408162078777344,Sprite,90665957,Sprite,False,6,15,29,0,1590408162078777344,en,,,,,,,,,"['WakandaForever', 'ZeroLimits']",,,,,0,,everyone
https://twitter.com/Sprite/status/1589672891922227201,2022-11-07 17:35:26+00:00,"Seeing is believing 🙌 Hear from Marvel Studios’ Black Panther #WakandaForever storyboard artist, Jasmine Alexia, about why representation matters, and hit the theaters November 11. 🎬 #ZeroLimits https://t.co/TcCML3sCES",1589672891922227201,Sprite,90665957,Sprite,False,3,12,39,0,1589672891922227201,en,,,,,,,,,"['WakandaForever', 'ZeroLimits']",,,,,0,,everyone
https://twitter.com/Sprite/status/1588954295902281731,2022-11-05 18:00:00+00:00,We might be able to help with one of those things 👀,1588954295902281731,Sprite,90665957,Sprite,False,7,3,30,0,1588954295902281731,en,,,,https://twitter.com/_chloefrost/status/1584954993005965312,,,,,,,,,,0,,everyone
https://twitter.com/Sprite/status/1588576992458412035,2022-11-04 17:00:43+00:00,100%. Cheers to just the beginning. 🎉 #ZeroLimits #WakandaForever https://t.co/jlQjoEvjSs,1588576992458412035,Sprite,90665957,Sprite,False,6,5,28,0,1588576992458412035,en,,,,,,,,,"['ZeroLimits', 'WakandaForever']",,,,,0,,everyone
https://twitter.com/Sprite/status/1587889781597274112,2022-11-02 19:30:00+00:00,"""Whatever you’re rocking to see Marvel Studios’ Black Panther #WakandaForever, make sure you accessorize with a Sprite Zero Sugar limited edition can. Let’s see your November 11th screening fits 👇 #ZeroLimits""",1587889781597274112,Sprite,90665957,Sprite,False,7,5,29,2,1587889781597274112,en,,,,,,,,,"['WakandaForever', 'ZeroLimits']",,,,,1,,everyone
https://twitter.com/Sprite/status/1587112314523770881,2022-10-31 16:00:37+00:00,"Yes. You. Will. Alicia Diaz, from Marvel Studios’ Black Panther #WakandaForever, shares her message of hope and perseverance. Catch the movie only in theaters November 11. 💚💪 #ZeroLimits https://t.co/t1Q8KJVab0",1587112314523770881,Sprite,90665957,Sprite,False,9,6,24,3,1587112314523770881,en,,,,,,,,,"['WakandaForever', 'ZeroLimits']",,,,,0,,everyone
